STATION,STATION_NAME,DATE,TAVG
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140323,43
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140324,29
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140325,31
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140326,35
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140327,30
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140328,43
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140329,47
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140330,49
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140331,43
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140401,46
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140402,43
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140403,49
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140404,44
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140405,47
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140406,45
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140407,44
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140408,53
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140409,54
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140410,48
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140411,54
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140412,59
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140413,54
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140414,56
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140415,54
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140416,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140417,42
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140418,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140419,51
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140420,51
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140421,48
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140422,52
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140423,56
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140424,51
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140425,52
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140426,52
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140427,52
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140428,54
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140429,49
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140430,45
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140501,57
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140502,61
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140503,59
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140504,58
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140505,59
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140506,60
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140507,58
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140508,55
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140509,58
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140510,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140511,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140512,66
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140513,64
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140514,56
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140515,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140516,64
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140517,62
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140518,61
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140519,62
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140520,66
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140521,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140522,60
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140523,62
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140524,61
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140525,65
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140526,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140527,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140528,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140529,56
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140530,61
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140531,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140601,64
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140602,66
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140603,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140604,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140605,67
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140606,70
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140607,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140608,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140609,67
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140610,70
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140611,68
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140612,66
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140613,70
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140614,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140615,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140616,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140617,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140618,82
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140619,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140620,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140621,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140622,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140623,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140624,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140625,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140626,78
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140627,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140628,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140629,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140630,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140701,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140702,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140703,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140704,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140705,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140706,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140707,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140708,79
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140709,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140710,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140711,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140712,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140713,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140714,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140715,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140716,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140717,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140718,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140719,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140720,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140721,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140722,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140723,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140724,78
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140725,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140726,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140727,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140728,78
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140729,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140730,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140731,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140801,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140802,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140803,70
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140804,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140805,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140806,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140807,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140808,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140809,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140810,78
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140811,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140812,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140813,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140814,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140815,70
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140816,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140817,75
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140818,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140819,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140820,73
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140821,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140822,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140823,70
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140824,70
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140825,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140826,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140827,76
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140828,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140829,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140830,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140831,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140901,78
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140902,81
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140903,80
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140904,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140905,77
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140906,79
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140907,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140908,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140909,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140910,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140911,74
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140912,72
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140913,66
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140914,62
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140915,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140916,64
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140917,64
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140918,67
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140919,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140920,65
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140921,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140922,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140923,60
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140924,64
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140925,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140926,67
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140927,70
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140928,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140929,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20140930,68
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141001,64
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141002,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141003,62
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141004,66
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141005,55
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141006,58
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141007,68
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141008,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141009,64
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141010,60
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141011,56
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141012,55
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141013,57
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141014,68
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141015,71
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141016,69
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141017,65
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141018,65
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141019,56
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141020,50
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141021,59
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141022,56
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141023,53
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141024,55
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141025,57
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141026,60
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141027,57
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141028,59
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141029,63
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141030,54
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141031,51
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141101,48
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141102,45
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141103,48
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141104,57
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141105,58
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141106,52
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141107,50
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141108,43
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141109,50
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141110,49
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141111,54
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141112,60
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141113,46
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141114,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141115,38
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141116,38
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141117,45
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141118,38
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141119,28
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141120,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141121,34
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141122,34
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141123,46
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141124,57
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141125,57
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141126,44
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141127,37
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141128,35
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141129,31
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141130,48
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141201,54
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141202,41
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141203,45
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141204,42
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141205,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141206,48
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141207,41
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141208,31
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141209,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141210,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141211,35
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141212,36
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141213,38
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141214,41
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141215,41
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141216,41
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141217,49
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141218,42
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141219,38
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141220,33
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141221,35
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141222,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141223,48
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141224,49
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141225,52
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141226,45
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141227,44
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141228,47
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141229,43
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141230,34
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20141231,30
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150101,33
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150102,39
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150103,36
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150104,47
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150105,43
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150106,22
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150107,22
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150108,14
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150109,26
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150110,22
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150111,26
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150112,36
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150113,32
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150114,24
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150115,31
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150116,34
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150117,23
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150118,36
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150119,40
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150120,39
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150121,32
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150122,35
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150123,33
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150124,35
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150125,39
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150126,28
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150127,25
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150128,24
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150129,25
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150130,35
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150131,21
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150201,27
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150202,32
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150203,20
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150204,31
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150205,33
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150206,19
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150207,30
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150208,37
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150209,28
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150210,30
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150211,30
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150212,31
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150213,19
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150214,24
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150215,21
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150216,11
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150217,20
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150218,23
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150219,22
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150220,11
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150221,21
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150222,34
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150223,29
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150224,13
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150225,28
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150226,28
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150227,25
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150228,23
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150301,26
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150302,33
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150303,29
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150304,37
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150305,33
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150306,20
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150307,26
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150308,39
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150309,42
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150310,42
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150311,49
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150312,47
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150313,37
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150314,43
GHCND:USW00094789,JFK INTERNATIONAL AIRPORT NY US,20150315,45
